"","x"
"1",-1.63554349757772
"2",-1.17363196256618
"3",-0.930919165063157
"4",-0.648981657825503
"5",-0.379556950376971
"6",0.203113260983211
"7",0.503839442815423
"8",-1.51441301638781
"9",-0.949220728783144
"10",-0.303731154167729
"11",0.0209062612015973
"12",0.375662735216913
"13",0.689100381447248
"14",-3.34716058510526
"15",-1.25795997700984
"16",0.339916516633359
"17",2.87331064068003
"18",3.70440080865197
"19",4.33937271549718
"20",-1.86741061200011
"21",0.581362121097831
"22",1.43097850385021
"23",2.06185307731575
"24",3.08280307880437
"25",-1.16704988885589
"26",-0.23927762913687
"27",0.906863645593113
"28",1.77970029603134
"29",2.52851013250914
"30",3.0891813251081
"31",3.61854761218637
"32",-1.11342213911748
"33",0.73914311433967
"34",1.7271017521325
"35",2.43849575292194
"36",3.07470975206503
"37",3.57151811087383
"38",4.0540010034627
"39",-0.705530775105465
"40",-0.0531054187615453
"41",0.688758484826525
"42",1.30158752389246
"43",1.87421151236239
"44",2.32037154177532
"45",2.74740864723929
"46",-2.05422322014724
"47",-0.336211182292015
"48",0.652167105194654
"49",2.25856795552047
"50",2.86413920946396
"51",3.33744616459703
"52",3.79700472313306
"53",-0.243044642957081
"54",-0.145689768170057
"55",1.8266420472232
"56",5.99780700156783
"57",8
"58",-1.06340218569773
"59",-0.187320757380082
"60",0.255527876144491
"61",0.725400518644962
"62",1.122486832647
"63",1.8387065465992
"64",2.15838846246873
"65",-0.841187012776191
"66",0.0647174975469649
"67",0.504046972420747
"68",0.957785353976399
"69",1.33512166730824
"70",1.70711986794416
"71",-1.20571469747307
"72",-1.18121634932503
"73",-1.1449340637511
"74",-1.05906234368682
"75",-0.906371319399186
"76",-0.62310905607165
"77",-0.254143703456334
"78",0.234784345039656
"79",-1.05202850666711
"80",-0.767314552781022
"81",-0.436631410785451
"82",0.223554158576112
"83",-0.736732002947603
"84",0.292141968988583
"85",1.34723079746888
"86",2.77513799365669
"87",3.28785198954195
"88",3.78033100154909
"89",-1.47840256975499
"90",-1.46385654042901
"91",-1.43127452166246
"92",-1.325883732898
"93",-1.09116831541713
"94",-0.61243331583621
"95",0.72719694731244
"96",-0.231369125180903
"97",0.28921501539336
"98",1.2089857969999
"99",1.58589848746366
"100",1.95471109320882
"101",-0.714810925834618
"102",0.0146475060026256
"103",0.808259602225139
"104",2.47830369509957
"105",2.91141724634052
"106",-0.851168248355231
"107",0.189200423185428
"108",0.559832525500371
"109",0.881844351036757
"110",1.21083874420693
"111",-0.498193934797939
"112",0.144176320588929
"113",0.449419491724299
"114",0.771554924675731
"115",1.33328555258254
"116",-0.821122545811419
"117",-0.553111677400338
"118",1.4720219954863
"119",3.24690067039052
"120",5.32312429086758
"121",6.10941019166329
"122",-0.920130753771195
"123",0.984931409005729
"124",2.62119837334322
"125",3.64438398910042
"126",4.53224538228181
"127",5.22095790711898
"128",5.88419335947864
"129",-0.845704478779143
"130",-0.650934993614407
"131",-0.430029578668115
"132",-0.223418883278614
"133",0.00590991940557322
"134",0.215179708049543
"135",0.441550626383555
"136",-2.08102907345957
"137",-1.53219288818113
"138",0.484793081307785
"139",2.45592119313342
"140",3.60450701683738
"141",5.31612559256481
"142",5.99780700156783
"143",-0.344670681180449
"144",0.212602026067167
"145",0.802750614039487
"146",1.28886655228852
"147",1.75604603757181
"148",2.13022177688432
"149",2.4951429108061
"150",-0.291989944835158
"151",0.697070240697147
"152",1.66047827415896
"153",2.35510005253168
"154",2.97741356251972
"155",3.46350534596949
"156",3.93550770643271
"157",-1.23627873695021
"158",-0.659064484119655
"159",0.148934279156
"160",1.14518780967751
"161",1.90936097050003
"162",2.58365753684596
"163",3.09886044976707
"164",3.59105509495663
"165",-0.702678968926779
"166",-0.231686386135817
"167",0.299368176286171
"168",0.766330447478831
"169",1.23438597401968
"170",1.61584463223101
"171",-0.377455467227532
"172",0.400563986335326
"173",1.30894631340408
"174",2.00526210274811
"175",2.63052555424891
"176",3.11470957996897
"177",3.58111119119464
"178",-1.45393787821642
"179",-0.594138736767943
"180",-0.131646248284373
"181",0.382888738012944
"182",0.831257202768461
"183",1.2796423453642
"184",-0.270279827964502
"185",-0.00782377174733051
"186",1.07351390328305
"187",2.37607377281349
"188",3.2603747422394
"189",4.03950555261473
"190",5.23837117149004
"191",-1.1163066852174
"192",-0.673394389538634
"193",-0.147789189724722
"194",0.342390651312522
"195",0.855136895774278
"196",1.2805859886357
"197",1.69584071257834
"198",-1.6229709267279
"199",-0.858263078493532
"200",-0.440136789229225
