"","x"
"358",-0.573814569
"359",0.84876111
"360",0.999595191
"361",0.999998334
"362",0.999999996
"363",1
"364",1
"365",-0.984475387
"366",-0.357759278
"367",0.540084558
"368",0.932433789
"369",0.990170674
"370",0.998844144
"371",0.999836647
"372",0.999980873
"373",-0.516613106
"374",-0.040942026
"375",0.565972998
"376",0.908995455
"377",0.982045517
"378",0.999454346
"379",0.999912679
"380",-0.90609542
"381",-0.754244989
"382",-0.625150632
"383",-0.430240843
"384",0.062264302
"385",0.301945174
"386",0.526204783
"387",-0.927673383
"388",-0.824883274
"389",0.715642433
"390",0.999979673
"391",0.999999873
"392",0.999999999
"393",-0.998100442
"394",-0.514741059
"395",0.674671069
"396",0.981643479
"397",0.998847681
"398",0.999996578
"399",0.999999837
"400",-0.999999255
"401",-0.928222529
"402",0.800829021
"403",0.999462372
"404",0.999997786
"405",0.999999995
"406",1
"407",1
"408",-0.623001786
"409",0.875437406
"410",0.999673563
"411",0.999998656
"412",0.999999997
"413",1
"414",1
"415",-0.876689278
"416",-0.63515569
"417",-0.428748818
"418",-0.137860561
"419",0.151723989
"420",0.794600528
"421",-0.935880462
"422",-0.256507136
"423",0.401440809
"424",0.827152555
"425",0.953301637
"426",0.989465243
"427",0.997327107
"428",0.999407362
"429",-0.188874248
"430",0.921642145
"431",0.999797027
"432",0.999999165
"433",0.999999998
"434",1
"435",1
"436",-0.670107507
"437",0.955184632
"438",0.999888103
"439",0.999999539
"440",0.999999999
"441",1
"442",1
"443",-0.849405709
"444",-0.404927166
"445",0.37562674
"446",0.657466645
"447",0.839490332
"448",0.923576397
"449",0.96700343
"450",-0.602425087
"451",-0.352379343
"452",-0.007838717
"453",0.310364141
"454",0.87877727
"455",-0.756165178
"456",0.896296159
"457",0.999733325
"458",0.999998902
"459",0.999999997
"460",1
"461",1
"462",-0.845699197
"463",-0.685081727
"464",0.522519523
"465",0.999999588
"466",0.99999999
"467",-0.568578665
"468",0.927635424
"469",0.999815671
"470",0.999999241
"471",1
"472",1
"473",0.19070656
"474",0.624870335
"475",0.841297006
"476",0.943112017
"477",0.978376292
"478",0.992602188
"479",-0.3421456
"480",0.29429465
"481",0.84981594
"482",0.974303817
"483",0.996558146
"484",0.999456263
"485",0.999928154
"486",-0.034953467
"487",0.178107296
"488",0.875488533
"489",0.996366641
"490",0.999996667
"491",0.999999882
"492",0.999999997
"493",-0.505609332
"494",-0.441686056
"495",0.872130144
"496",0.999660514
"497",0.999998603
"498",0.999999997
"499",1
"500",1
"501",-0.974249743
"502",-0.650534653
"503",0.549244935
"504",0.857064547
"505",0.964784373
"506",0.990561812
"507",-0.432096886
"508",0.816281204
"509",0.998826083
"510",0.999989603
"511",0.999999942
"512",0.999999999
"513",1
"514",-0.524378905
"515",0.942789801
"516",0.991042326
"517",0.998385458
"518",0.999754037
"519",-0.97075217
"520",-0.435219253
"521",0.305540826
"522",0.825087055
"523",0.998487979
"524",0.99972741
"525",-0.9426316
"526",-0.549002284
"527",-0.070910388
"528",0.483275072
"529",0.790652905
"530",0.93174302
"531",0.976561711
"532",0.992857767
"533",-0.776326473
"534",-0.655526558
"535",0.738470375
"536",0.999967998
"537",0.999999997
"538",-0.81363458
"539",-0.625527545
"540",-0.494079102
"541",-0.136922394
"542",0.259774775
"543",-0.857948624
"544",-0.531508964
"545",-0.255670168
"546",0.100685607
"547",0.406827508
"548",0.809327788
"549",0.902877663
"550",-0.066839146
"551",0.01223833
"552",0.999866758
"553",0.999999452
"554",0.999999999
"555",1
"556",1
"557",-0.999998616
"558",-0.870541272
"559",0.999711063
"560",0.999998811
"561",0.999999997
"562",1
"563",1
"564",-0.708477208
"565",-0.60998501
"566",0.999254362
"567",0.999995094
"568",0.99999998
"569",1
"570",1
"571",-0.911182181
"572",-0.293655409
"573",0.277706883
"574",0.908187202
"575",0.973811676
"576",0.991842871
"577",0.997743986
"578",-0.973016269
"579",0.286058283
"580",0.997296252
"581",0.999988858
"582",0.999999973
"583",1
"584",1
"585",-0.852595794
"586",-0.6944645
"587",-0.419820247
"588",-0.247084469
"589",0.155477631
"590",0.354546747
"591",-0.86778878
"592",-0.081056347
"593",0.983816925
"594",0.995028857
"595",-0.848795356
"596",-0.662713284
"597",-0.292901245
"598",-0.05829878
"599",0.428436792
"600",0.622874497
"601",-0.882410565
"602",-0.201607351
"603",0.752085793
"604",-0.875238617
"605",-0.654472119
"606",-0.470090635
"607",-0.208038115
"608",0.061696998
"609",0.345955744
"610",0.560620473
"611",0.731898742
"612",-0.443701985
"613",0.242086971
"614",0.777977811
"615",0.942953402
"616",0.988054664
"617",0.997178473
"618",0.999421938
"619",-0.974314873
"620",0.269003319
"621",0.815061994
"622",0.958916395
"623",0.992608091
"624",0.999729912
"625",-0.924852205
"626",-0.820935896
"627",0.985447965
"628",0.999635039
"629",0.999993623
"630",0.999999841
"631",-0.983490615
"632",-0.963349666
"633",-0.815777407
"634",-0.605307429
"635",-0.289143914
"636",0.143941912
"637",-0.381731257
"638",0.045864281
"639",0.490592598
"640",0.75514557
"641",0.900671614
"642",0.95822491
"643",0.984143788
"644",-0.955115828
"645",-0.945908611
"646",-0.881769589
"647",-0.775103295
"648",-0.519318964
"649",0.365380547
"650",-0.988370838
"651",-0.349251307
"652",0.393864711
"653",0.957080212
"654",0.989508794
"655",0.997790475
"656",-0.302999824
"657",0.022583102
"658",0.371498016
"659",0.798020995
"660",-0.931541646
"661",-0.775941678
"662",-0.097056238
"663",0.230368511
"664",0.491071599
"665",0.701075676
"666",-0.503528488
"667",-0.366177884
"668",0.940877164
"669",0.999850466
"670",0.999999385
"671",0.999999999
"672",1
"673",1
"674",-0.699019058
"675",-0.609748204
"676",0.882632344
"677",0.999998739
"678",0.999999997
"679",1
"680",1
"681",-0.971898792
"682",0.875854947
"683",0.999678112
"684",0.999998675
"685",0.999999997
"686",1
"687",1
"688",-0.483521555
"689",-0.068626795
"690",0.395846455
"691",0.93311911
"692",0.998782081
"693",-0.427449292
"694",0.890656642
"695",0.999998816
"696",0.999999997
"697",1
"698",1
"699",-0.894821954
"700",0.009744813
"701",0.621104111
"702",0.971758964
"703",0.992497785
"704",0.99826055
"705",-0.986098771
"706",-0.881900259
"707",-0.696764751
"708",-0.279862256
"709",0.231464594
"710",0.669142443
"711",0.869848726
"712",0.956740559
"713",-0.374048952
"714",0.840790196
"715",0.965944842
"716",0.994233781
"717",0.998877096
"718",-0.79684877
"719",-0.681711384
"720",0.999737591
"721",0.99999892
"722",1
"723",1
"724",-0.62480907
"725",-0.537240413
"726",0.999713375
"727",0.999998817
"728",0.999999997
"729",1
"730",1
"731",-0.985709765
"732",-0.159190087
"733",0.575640809
"734",0.885555195
"735",0.976563798
"736",0.994669992
"737",0.998956531
"738",-0.83256526
"739",0.289762476
"740",0.574955709
"741",0.780121159
"742",0.885840812
"743",-0.870295515
"744",0.348394432
"745",0.746344053
"746",0.907485647
"747",0.971263106
"748",0.99031167
"749",0.997078067
"750",-0.724776577
"751",-0.566629747
"752",-0.449962768
"753",-0.288360586
"754",-0.114624253
"755",0.091684693
"756",0.278460792
"757",0.464076801
"758",-0.80099234
"759",-0.179380459
"760",0.252072349
"761",0.628353
"762",0.970317103
"763",0.98855385
"764",-0.539379005
"765",-0.516152572
"766",0.464176902
"767",0.999965317
"768",0.999999821
"769",0.999999999
"770",-0.88926972
"771",0.376911447
"772",0.978776147
"773",0.993380367
"774",0.998164059
"775",-0.293704892
"776",0.927342605
"777",0.999999233
"778",1
"779",1
"780",-0.904733671
"781",-0.629269651
"782",0.361595205
"783",0.649713529
"784",0.813138782
"785",0.9108186
"786",-0.770041241
"787",-0.190279067
"788",0.199618702
"789",0.561605766
"790",0.773963588
"791",0.898229447
"792",0.952488132
"793",0.979729739
"794",-0.892176177
"795",-0.752631812
"796",-0.642621297
"797",-0.481936715
"798",0.143367413
"799",-0.635621089
"800",0.907946159
"801",0.999763976
"802",1
"803",1
"804",-0.735970702
"805",-0.31607304
"806",-0.03414422
"807",0.279439953
"808",0.522807313
"809",0.716992096
"810",0.831984049
"811",0.907959409
"812",-0.603726236
"813",-0.599621615
"814",-0.58595322
"815",-0.304333234
"816",0.238900664
"817",-0.898658784
"818",-0.784353437
"819",0.99999878
"820",0.999999997
"821",1
"822",1
"823",-0.74715515
"824",-0.597933742
"825",0.607124677
"826",0.990334503
"827",0.999736606
"828",0.999999863
"829",0.999999997
"830",-0.930308161
"831",-0.691726957
"832",-0.434207331
"833",-0.041819002
"834",0.331352033
"835",0.645515871
"836",-0.688669124
"837",-0.586649137
"838",-0.473670224
"839",-0.329184368
"840",-0.910011261
"841",-0.661549503
"842",0.152855746
"843",0.861371141
"844",0.982166854
"845",0.998231867
"846",0.999786869
"847",0.999979044
"848",-0.907329319
"849",-0.682452017
"850",-0.469910703
"851",-0.15394142
"852",0.16698011
"853",0.480273118
"854",0.689537136
"855",-0.193150097
"856",0.056666583
"857",0.279352853
"858",0.492469008
"859",0.646677777
"860",0.770640076
"861",-0.928415796
"862",-0.599516047
"863",-0.232686178
"864",0.256171926
"865",0.615278171
"866",0.838590704
"867",0.931785241
"868",0.9743033
"869",-0.894760105
"870",-0.294593355
"871",0.236579016
"872",0.68481469
"873",0.881590299
"874",0.962575145
"875",0.987252201
"876",-0.887439868
"877",0.867593864
"878",0.999655463
"879",0.999998582
"880",0.999999997
"881",1
"882",1
"883",-0.994884161
"884",0.623800485
"885",0.99809389
"886",0.999995364
"887",0.999999981
"888",1
"889",1
"890",1
"891",-0.568049288
"892",-0.4998971
"893",0.869779807
"894",0.999654982
"895",0.99999858
"896",0.999999997
"897",1
"898",1
"899",-0.499048818
"900",-0.389511123
"901",0.925628858
"902",0.999809868
"903",0.999999998
"904",1
"905",1
"906",0.862898814
"907",0.999998527
"908",0.999999996
"909",1
"910",-0.905067599
"911",0.999281288
"912",0.999997041
"913",0.999999993
"914",1
"915",1
"916",-0.778278769
"917",-0.663125599
"918",0.999743208
"919",1
"920",1
"921",-0.999992858
"922",-0.880658913
"923",0.742348395
"924",0.998227994
"925",0.9999999
"926",0.999999999
"927",1
"928",-0.722523856
"929",0.864344486
"930",0.999261807
"931",0.99999407
"932",0.99999997
"933",1
"934",1
"935",-0.636379636
"936",-0.635794921
"937",-0.633352034
"938",-0.61860395
"939",-0.550404566
"940",-0.233342694
"941",0.382177495
"942",0.847260456
"943",-0.915798859
"944",-0.575785764
"945",0.244984488
"946",0.593103284
"947",0.819822346
"948",0.968186015
"949",-0.908710513
"950",-0.811996521
"951",0.415655043
"952",0.99967377
"953",0.999999874
"954",0.999999998
"955",-0.2865668
"956",0.389429677
"957",0.983849435
"958",0.996040244
"959",-0.954904667
"960",-0.666880227
"961",-0.28215744
"962",0.267762589
"963",0.658143223
"964",0.953511229
"965",0.984726637
"966",-0.303418092
"967",0.912295692
"968",0.999681094
"969",0.99999822
"970",0.999999994
"971",1
"972",-0.650073478
"973",-0.495846628
"974",-0.058217577
"975",0.402992546
"976",0.592217326
"977",-0.859650091
"978",-0.612781261
"979",-0.411388622
"980",-0.133914003
"981",0.14042397
"982",0.616907867
"983",0.770905582
"984",-0.77088953
"985",-0.304599007
"986",0.420317858
"987",0.879440592
"988",0.977297693
"989",0.996540856
"990",0.999383734
"991",0.999907085
"992",-0.999998371
"993",0.999754553
"994",0.99999899
"995",1
"996",-0.855205563
"997",-0.764710808
"998",-0.683663514
"999",-0.388014881
"1000",0.069522407
"1001",0.318696349
"1002",-0.925641108
"1003",0.007899934
"1004",0.52748185
"1005",0.805736004
"1006",-0.94663324
"1007",-0.54519382
"1008",0.366964988
"1009",0.987754015
"1010",0.998720589
"1011",0.99983786
"1012",0.999983154
"1013",-0.704191335
"1014",-0.177101299
"1015",0.152172473
"1016",0.47583745
"1017",0.837925268
"1018",0.913209432
"1019",0.957147997
"1020",-0.815323893
"1021",-0.205952161
"1022",0.619890254
"1023",0.824383402
"1024",0.930027575
"1025",0.970690536
"1026",0.988859428
"1027",-0.923564187
"1028",-0.5934838
"1029",-0.234967123
"1030",0.598158234
"1031",0.826313843
"1032",0.924622646
"1033",0.970805996
"1034",-0.839392329
"1035",0.783018897
"1036",0.999994882
"1037",0.999999982
"1038",1
"1039",-0.870835114
"1040",-0.531767296
"1041",-0.233290323
"1042",0.150168845
"1043",0.467020449
"1044",0.713968488
"1045",0.84833187
"1046",0.927353866
"1047",-0.73314161
"1048",-0.462043548
"1049",-0.284049884
"1050",-0.064237806
"1051",0.521995068
"1052",0.667839846
"1053",-0.245588876
"1054",0.945681177
"1055",0.999862002
"1056",1
"1057",1
"1058",-0.88847018
"1059",-0.18117052
"1060",0.781117204
"1061",0.926878585
"1062",0.979278271
"1063",0.993555066
"1064",0.998217777
"1065",-0.669467991
"1066",-0.310564104
"1067",0.631124072
"1068",0.971579187
"1069",0.997747472
"1070",0.999862232
"1071",0.999989251
"1072",0.999999343
"1073",-0.949696951
"1074",-0.484694927
"1075",0.647206313
"1076",0.883288111
"1077",0.968656837
"1078",0.990828672
"1079",0.997635773
"1080",-0.979488725
"1081",-0.815561882
"1082",-0.701946318
"1083",-0.002026702
"1084",-0.885748673
"1085",-0.761740747
"1086",0.895842622
"1087",0.999732138
"1088",0.999998898
"1089",0.999999997
"1090",1
"1091",1
"1092",-0.958756553
"1093",-0.514877002
"1094",0.079821086
"1095",0.659314131
"1096",0.893885625
"1097",0.99265903
"1098",0.998226341
"1099",-0.899463708
"1100",-0.68184909
"1101",0.443853039
"1102",0.96864145
"1103",0.998289983
"1104",0.999930599
"1105",0.999996274
"1106",0.999999849
"1107",-0.908689537
"1108",0.107101391
"1109",0.70842398
"1110",0.939641799
"1111",0.986916146
"1112",0.997601589
"1113",0.999491986
"1114",-0.558988306
"1115",-0.270354212
"1116",0.076717592
"1117",0.24098937
"1118",0.406142653
"1119",0.537006003
"1120",0.655622958
"1121",-0.847354164
"1122",0.766541807
"1123",0.913900413
"1124",0.972756142
"1125",0.997117901
"1126",-0.512067164
"1127",-0.079468176
"1128",0.151028783
"1129",0.385288571
"1130",0.563593949
"1131",0.808947492
"1132",0.880511262
"1133",0.298470579
"1134",0.527171389
"1135",0.765268245
"1136",0.908550351
"1137",0.944457474
"1138",0.968457384
"1139",-0.211681467
"1140",-0.112367599
"1141",0.04364968
"1142",0.223237997
"1143",0.434573157
"1144",0.609643042
"1145",0.75848246
"1146",-0.516943031
"1147",0.010452298
"1148",0.280688273
"1149",0.701902471
"1150",0.896412689
"1151",0.942311429
"1152",-0.790059226
"1153",-0.299827369
"1154",-0.039481013
"1155",0.203819077
"1156",0.443470195
"1157",0.618614645
"1158",0.758462915
"1159",-0.169018099
"1160",0.081088635
"1161",0.342877774
"1162",0.709092316
"1163",0.813495699
"1164",0.888205867
"1165",0.246959941
"1166",0.280843765
"1167",0.444069206
"1168",0.766934312
"1169",0.957553298
"1170",0.992915988
"1171",0.999048108
"1172",-0.22087956
"1173",-0.022454129
"1174",0.196461209
"1175",0.552990284
"1176",0.67767467
"1177",0.780366925
"1178",-0.784847958
"1179",-0.184130381
"1180",0.642427234
"1181",0.954044257
"1182",0.999359332
"1183",0.999991291
"1184",0.063383791
"1185",0.648611291
"1186",0.995409039
"1187",0.998887096
"1188",0.999764847
"1189",-0.281370922
"1190",0.227798148
"1191",0.6564365
"1192",0.904998584
"1193",0.974689833
"1194",0.994322202
"1195",0.998563352
"1196",0.999682218
"1197",0.261344921
"1198",0.50384624
"1199",0.828721714
"1200",0.960357289
"1201",0.178286942
"1202",0.312979915
"1203",0.410823913
"1204",0.649635664
"1205",0.760381686
"1206",0.330408466
"1207",0.485501512
"1208",0.610677208
"1209",0.723237524
"1210",0.802500359
"1211",0.866441075
"1212",-0.54531129
"1213",-0.307280956
"1214",-0.175366235
"1215",-0.023392077
"1216",0.116415652
"1217",0.264320144
"1218",0.51159742
"1219",-0.891406523
"1220",-0.222098
"1221",0.334647865
"1222",0.751768016
"1223",0.913937756
"1224",0.974759649
"1225",0.997696911
"1226",0.247151522
"1227",0.323427735
"1228",0.599612513
"1229",0.774156405
"1230",0.903299176
"1231",-0.41239417
"1232",0.999712536
"1233",0.999998817
"1234",0.999999997
"1235",1
"1236",-0.677418305
"1237",0.02078744
"1238",0.4003067
"1239",0.699289242
"1240",0.853562201
"1241",0.93677331
"1242",0.971270227
"1243",0.988027522
"1244",-0.581443793
"1245",-0.150226263
"1246",0.093248061
"1247",0.541862841
"1248",0.703989632
"1249",-0.885007031
"1250",-0.110464834
"1251",0.464764605
"1252",0.826367924
"1253",0.945851469
"1254",0.985623979
"1255",0.995770514
"1256",0.998897871
"1257",0.118321647
"1258",0.304110628
"1259",0.520881848
"1260",0.691513187
"1261",0.825185742
"1262",0.9012028
"1263",0.948906331
"1264",-0.382059792
"1265",-0.381975488
"1266",-0.380577961
"1267",0.875045249
"1268",0.992218275
"1269",0.999661389
"1270",0.095795143
"1271",0.21006742
"1272",0.364698349
"1273",0.604958247
"1274",0.798734077
"1275",0.968571241
"1276",0.989096218
"1277",-0.483705701
"1278",0.048706653
"1279",0.312967939
"1280",0.554808119
"1281",0.716486762
"1282",0.834220096
"1283",0.900893819
"1284",0.944524173
"1285",-0.711157392
"1286",-0.623946966
"1287",-0.506642689
"1288",-0.380054519
"1289",-0.22306921
"1290",-0.068696034
"1291",0.104057211
"1292",0.324393285
"1293",0.435436354
"1294",0.580672145
"1295",0.774700425
"1296",0.900588428
"1297",0.965368384
"1298",0.99604368
"1299",-0.041769
"1300",-0.04176076
"1301",-0.038388865
"1302",0.418333375
"1303",0.99998683
"1304",-0.474768307
"1305",0.025055088
"1306",0.677554872
"1307",0.803211572
"1308",0.877742603
"1309",0.928701896
"1310",-0.712217353
"1311",-0.256890135
"1312",0.037265266
"1313",0.58245889
"1314",0.759490996
"1315",0.860448515
"1316",0.925188635
"1317",-0.70747
"1318",-0.70747
"1319",-0.707469991
"1320",-0.707467731
"1321",-0.706536918
"1322",-0.727770161
"1323",-0.197057142
"1324",0.144883806
"1325",0.481267254
"1326",0.701481676
"1327",0.847984275
"1328",0.920838403
"1329",0.96208697
"1330",-0.223265071
"1331",0.060223171
"1332",0.358569507
"1333",0.580110587
"1334",0.752014926
"1335",0.852426485
"1336",0.918587813
"1337",-0.4273574
"1338",-0.374181622
"1339",-0.231966056
"1340",0.09018042
"1341",0.845207489
"1342",0.958268874
"1343",-0.586624976
"1344",-0.199175213
"1345",0.02267207
"1346",0.262471613
"1347",0.456840676
"1348",0.628780728
"1349",0.836689559
"1350",-0.558167189
"1351",-0.394100895
"1352",-0.250312059
"1353",-0.037963611
"1354",0.188465254
"1355",0.433562195
"1356",0.621406469
"1357",0.771626415
"1358",-0.45744
"1359",-0.45743418
"1360",-0.456026985
"1361",-0.041500316
"1362",0.985135127
"1363",-0.799992807
"1364",-0.02512185
"1365",0.451868667
"1366",0.915503216
"1367",0.989744552
"1368",0.996650906
"1369",-0.047925628
"1370",0.431446789
"1371",0.999984004
"1372",0.999999926
"1373",1
"1374",1
"1375",1
"1376",-0.391830264
"1377",-0.03076603
"1378",0.150888802
"1379",0.338510196
"1380",0.489372207
"1381",0.725148731
"1382",0.807143568
"1383",-0.36347392
"1384",-0.112296365
"1385",0.179098867
"1386",0.630945793
"1387",0.766215264
"1388",0.862984449
"1389",-0.747985591
"1390",-0.316096052
"1391",-0.021435877
"1392",0.303852843
"1393",0.550865871
"1394",0.851253197
"1395",0.921046681
"1396",-0.360988968
"1397",0.030883673
"1398",0.222225542
"1399",0.413486595
"1400",0.690403145
"1401",0.7793953
"1402",0.402950004
"1403",0.403375289
"1404",0.491099937
"1405",0.991740053
"1406",0.999965534
"1407",0.999999916
"1408",1
"1409",1
"1410",0.08247774
"1411",0.258251156
"1412",0.446731854
"1413",0.597596409
"1414",0.72900168
"1415",0.817115386
"1416",0.884117584
"1417",-0.459534127
"1418",-0.139660889
"1419",0.029334242
"1420",0.212283247
"1421",0.367460073
"1422",0.516608116
"1423",0.729586556
"1424",-0.496905076
"1425",-0.482087896
"1426",-0.327972901
"1427",0.897595413
"1428",0.998964247
"1429",-0.22457519
"1430",0.421895588
"1431",0.809760766
"1432",0.99138797
"1433",0.998416153
"1434",0.999663552
"1435",0.99993845
"1436",-0.719277898
"1437",0.05602135
"1438",0.278107366
"1439",0.490860771
"1440",0.645031718
"1441",0.769176211
"1442",0.34945
"1443",0.349461324
"1444",0.352190134
"1445",0.762631569
"1446",0.998465627
"1447",0.999996263
"1448",0.250642037
"1449",0.279079185
"1450",0.399978227
"1451",0.939618693
"1452",0.991202579
"1453",0.998565428
"1454",0.99980521
"1455",0.08075939
"1456",0.080814829
"1457",0.158819091
"1458",0.590270662
"1459",0.935619326
"1460",0.994862659
"1461",-0.674930225
"1462",-0.336604226
"1463",-0.125589709
"1464",0.11866595
"1465",0.330357288
"1466",0.528969564
"1467",0.671085181
"1468",0.784973537
"1469",-0.647367795
"1470",0.039713224
"1471",0.315493781
"1472",0.528764526
"1473",0.704071721
"1474",-0.077081132
"1475",0.554378519
"1476",0.704660252
"1477",0.824551736
"1478",0.895629623
"1479",0.942681647
"1480",-0.701765378
"1481",-0.383966869
"1482",-0.180340016
"1483",0.061285123
