,0,1
53257,1.0,0.0
42989,0.08207101798070075,0.9179289820192993
36715,0.44751912553242545,0.5524808744675745
35826,0.31481556669192123,0.6851844333080788
43312,1.0,0.0
40249,0.9897722042793181,0.010227795720681889
46060,0.7412200923254998,0.2587799076745002
57670,0.4384054886599537,0.5615945113400463
14778,0.6606174864847489,0.3393825135152511
16879,0.4557757557276837,0.5442242442723163
44788,0.2517941894947882,0.748205810505212
18287,0.16403340260720042,0.8359665973927997
21420,0.44300689490257217,0.5569931050974279
30569,0.71946914682399,0.28053085317600995
166,0.3114094818970547,0.6885905181029454
6028,0.8568562792425908,0.14314372075740922
10190,0.03385048104400911,0.966149518955991
17572,0.6521253315565027,0.34787466844349735
27878,0.19510605057538796,0.804893949424612
57710,0.16334442082668357,0.8366555791733165
24634,0.8075231757007375,0.1924768242992624
50171,0.00022406778404507148,0.999775932215955
40953,0.9809417653449771,0.01905823465502281
12154,0.7432782626546787,0.2567217373453212
14962,0.6606046899788165,0.33939531002118356
13826,0.5888621921058197,0.41113780789418025
48895,0.0,1.0
65,0.9032984116929914,0.09670158830700869
50241,1.0,0.0
17376,1.0,0.0
20806,0.1643228760504462,0.8356771239495538
27608,1.0,0.0
9588,0.05809648177711332,0.9419035182228868
13159,0.0,1.0
2170,1.0,0.0
17037,0.5446677973750556,0.45533220262494445
8932,0.39478961607824264,0.6052103839217575
3483,0.36803953207755846,0.6319604679224414
27006,0.18673829675117712,0.813261703248823
46017,1.0,0.0
15025,0.7862176921994238,0.2137823078005761
34629,0.16980686700870712,0.8301931329912927
50597,0.0,1.0
17779,0.7983238517268273,0.20167614827317284
4241,0.9601795316143709,0.03982046838562915
11420,0.24279554992515315,0.7572044500748467
52469,0.2542591209592108,0.7457408790407892
46617,1.0,0.0
31321,0.71946914682399,0.28053085317600995
52409,0.9593988346676756,0.04060116533232437
29855,0.1906117876794554,0.8093882123205446
16048,0.875583772410131,0.12441622758986905
4943,0.37885852619947147,0.6211414738005285
6417,1.0,0.0
58430,0.004959106003639339,0.9950408939963606
29084,0.25466919680547967,0.7453308031945203
30890,0.71946914682399,0.28053085317600995
42036,0.145368334265164,0.854631665734836
52547,0.46933271848187313,0.5306672815181269
45002,0.5914097833465465,0.4085902166534536
8342,0.2226810317025444,0.7773189682974555
37895,0.14185100187442104,0.858148998125579
26485,0.1426823009368192,0.857317699063181
40288,1.0,0.0
5718,0.359339279295031,0.6406607207049689
44713,0.8840618679474981,0.11593813205250188
16877,0.5428752825761667,0.4571247174238333
19191,0.06292870956444019,0.9370712904355598
32390,0.03504879674996266,0.9649512032500375
8144,0.966769135910944,0.033230864089056
7632,0.966769135910944,0.033230864089056
40760,1.0,0.0
40787,0.15601372795259075,0.8439862720474093
15021,0.12428409955673096,0.8757159004432691
49461,0.23215553806443637,0.7678444619355637
48330,0.5612747090772363,0.4387252909227638
22713,0.5585573445919915,0.4414426554080085
45798,0.6845955313289388,0.3154044686710612
11103,0.14532729004028588,0.8546727099597141
4224,1.0,0.0
23717,0.24209300871569683,0.7579069912843032
48083,0.41797372621770773,0.5820262737822922
36865,0.6692012175117223,0.33079878248827754
9080,1.0,0.0
62293,0.014374526349564062,0.9856254736504358
31782,0.1877930468232659,0.8122069531767341
45076,0.24524287518983903,0.7547571248101611
36072,0.964628289474268,0.03537171052573198
47872,1.0,0.0
15252,0.11128076276172959,0.8887192372382703
36766,0.22959674416757808,0.7704032558324219
43499,0.5271072717259316,0.4728927282740684
