,0,1
53257,1.0,0.0
42989,0.05063777669022598,0.9493622233097739
36715,0.39786289594712815,0.6021371040528719
35826,0.25843326639187497,0.741566733608125
43312,1.0,0.0
40249,0.986565039973501,0.013434960026498906
46060,0.9113159386216284,0.08868406137837173
57670,0.36010498625834597,0.639895013741654
14778,0.5573317125170475,0.44266828748295245
16879,0.3593763727686151,0.640623627231385
44788,0.13378105653782393,0.8662189434621761
18287,0.13657629703049026,0.86342370296951
21420,0.25967794045897175,0.7403220595410283
30569,0.588072273409225,0.4119277265907749
166,0.2775145662042437,0.722485433795756
6028,0.6689401067492384,0.3310598932507617
10190,0.01132720571010641,0.9886727942898936
17572,0.5837372451162934,0.4162627548837065
27878,0.13504418740777618,0.8649558125922238
57710,0.08146735235122418,0.918532647648776
24634,0.7874292954641273,0.2125707045358727
50171,0.0,1.0
40953,0.998258216180277,0.001741783819723051
12154,0.6425667032714787,0.3574332967285212
14962,0.5588847692413049,0.44111523075869497
13826,0.47073572847380446,0.5292642715261955
48895,0.005003638249947729,0.9949963617500522
65,0.8449612324688007,0.15503876753119922
50241,0.9128848442460633,0.08711515575393661
17376,1.0,0.0
20806,0.12406730556537611,0.8759326944346238
27608,0.9938989262350156,0.006101073764984399
9588,0.05241683555738412,0.9475831644426159
13159,0.0,1.0
2170,1.0,0.0
17037,0.3876795440612787,0.6123204559387214
8932,0.334384246488195,0.665615753511805
3483,0.34303226088422656,0.6569677391157733
27006,0.12534396579028012,0.8746560342097198
46017,1.0,0.0
15025,0.7703406183254319,0.22965938167456815
34629,0.13502199025279307,0.864978009747207
50597,0.0,1.0
17779,0.6187844954146928,0.3812155045853071
4241,0.9649270275038988,0.03507297249610117
11420,0.14621699176506028,0.8537830082349397
52469,0.2204068525704317,0.7795931474295685
46617,1.0,0.0
31321,0.588072273409225,0.4119277265907749
52409,0.9458175144548197,0.05418248554518043
29855,0.12512696792461017,0.8748730320753898
16048,0.8899003193649774,0.1100996806350226
4943,0.2608404412490313,0.7391595587509687
6417,1.0,0.0
58430,0.005130057071407638,0.9948699429285924
29084,0.1863322388719715,0.8136677611280286
30890,0.588072273409225,0.4119277265907749
42036,0.1355247361863304,0.8644752638136696
52547,0.3984215341630929,0.6015784658369072
45002,0.5637950634147929,0.43620493658520715
8342,0.13044459999520033,0.8695554000047995
37895,0.0629757664059724,0.9370242335940276
26485,0.09217916569462567,0.9078208343053744
40288,1.0,0.0
5718,0.14947173929705296,0.8505282607029471
44713,0.8283807727441449,0.17161922725585516
16877,0.3826594745924927,0.6173405254075074
19191,0.031582920449901325,0.9684170795500986
32390,0.01605995348210094,0.983940046517899
8144,0.9962034305549722,0.003796569445027805
7632,0.9962034305549722,0.003796569445027805
40760,1.0,0.0
40787,0.09222197933484484,0.9077780206651551
15021,0.07150067829839904,0.928499321701601
49461,0.1669386679659188,0.8330613320340812
48330,0.45791637669114404,0.5420836233088558
22713,0.4882283314678502,0.5117716685321497
45798,0.6841995127855546,0.3158004872144453
11103,0.11507726265122456,0.8849227373487755
4224,1.0,0.0
23717,0.193659791633456,0.806340208366544
48083,0.29899999716041165,0.7010000028395884
36865,0.6907587741510247,0.30924122584897534
9080,1.0,0.0
62293,0.003390739627061342,0.9966092603729387
31782,0.12868807663284734,0.8713119233671526
45076,0.13094402822504145,0.8690559717749585
36072,0.8323730935252251,0.16762690647477477
47872,1.0,0.0
15252,0.0655675492544639,0.9344324507455362
36766,0.13801438242875724,0.8619856175712428
43499,0.4210455459172249,0.578954454082775
45428,0.18005943559964657,0.8199405644003536
1079,0.07667002150293513,0.923329978497065
7518,0.34031404675003435,0.6596859532499657
24410,0.9162253763489084,0.08377462365109152
43166,0.24296746788804377,0.7570325321119563
56811,0.005257712032516027,0.9947422879674839
6451,1.0,0.0
36585,0.724853757252325,0.2751462427476749
39772,0.023959088682283716,0.9760409113177162
33191,0.10566773858067412,0.8943322614193259
41606,0.252611880696304,0.747388119303696
58746,0.4644784636605933,0.5355215363394067
25066,0.7752428921772615,0.22475710782273864
44442,0.2751064550871945,0.7248935449128058
18310,0.9359020057587146,0.0640979942412853
61699,0.1666698249712523,0.8333301750287477
22687,0.029780961596487254,0.9702190384035128
25966,0.03333333333333333,0.9666666666666667
30103,0.12775594813039018,0.8722440518696097
15979,0.12540578036604674,0.8745942196339533
32967,0.10943027361078915,0.890569726389211
23479,0.03896933082710073,0.9610306691728993
33054,0.06926387639685373,0.9307361236031463
57367,0.3233592064739509,0.6766407935260493
2328,1.0,0.0
19690,0.356629025837458,0.6433709741625419
56149,0.0,1.0
29443,0.26509470729568324,0.7349052927043169
33078,0.12082054086905843,0.8791794591309415
2131,0.891841785108872,0.10815821489112798
16094,0.0,1.0
17317,0.38341760099307604,0.616582399006924
48061,0.09459517228878182,0.9054048277112182
58712,0.8696974567900014,0.13030254320999884
58751,0.006839219254885764,0.9931607807451142
5069,0.13441442226499714,0.8655855777350028
36237,0.00032510664898487786,0.9996748933510151
23864,1.0,0.0
62309,0.2029153744110299,0.7970846255889702
36829,0.0040836743426773976,0.9959163256573227
14927,0.057987797801319775,0.9420122021986802
28356,0.041136009925176624,0.9588639900748234
270,0.2764333897140674,0.7235666102859324
60050,0.4374490529386839,0.5625509470613163
6115,1.0,0.0
11382,0.1473870670430591,0.852612932956941
60622,0.24749873541011072,0.7525012645898894
13050,0.8006744232028896,0.19932557679711035
43771,0.4190843756714369,0.5809156243285631
47323,0.36875664565414906,0.631243354345851
37223,0.0006728960151374881,0.9993271039848625
27755,0.2713117357884086,0.7286882642115914
17251,0.6187844954146928,0.3812155045853071
44535,0.08177720065059993,0.9182227993494
58538,0.442477904844577,0.5575220951554231
2320,1.0,0.0
59637,0.18554447095405174,0.8144555290459484
53445,0.0,1.0
11719,0.0039005662815030187,0.996099433718497
54423,0.06807700935754105,0.9319229906424591
43707,0.48043388218006505,0.5195661178199349
56200,1.0,0.0
11802,0.29780456153038465,0.7021954384696156
45693,0.7386976933469709,0.2613023066530292
51201,1.0,0.0
50558,0.0032701283235043585,0.9967298716764955
61421,0.4879282340851893,0.5120717659148107
3417,0.8977428588721639,0.10225714112783603
7375,0.5178598129944233,0.4821401870055767
