names	cluster
MST1R	1
YES1	2
TYRO3	3
FGR	4
SRC	5
ATR	6
FLT1	7
LYN	8
PRKCD	2
SYK	9
MAP4K1	10
PDGFRB	11
PIK3CA	12
PHKG1	13
PHKG2	2
PDGFRA	14
EIF2AK2	15
ARAF	1
MAP2K1	16
RPS6KA4	17
KSR2	18
ABL1	19
ZAP70	20
PTK2B	21
MAP2K2	22
MAPK1	23
RPS6KA1	24
DYRK1B	10
PRKCA	5
MYLK	25
BMPR2	3
PRKCB	26
MAPK6	27
GSK3B	28
PDPK1	29
HK2	30
PRKCE	31
PIK3CB	32
MARK4	33
PRKCG	34
IRAK1	35
PRKCZ	36
MAP2K5	37
DAPK3	38
PKM	39
MARK2	33
BTK	40
PRKCQ	41
OBSCN	42
TTN	42
MOS	43
DDR2	6
MATK	44
TXK	45
EPHB2	46
PRKACA	46
GUCY2C	5
MAPK15	47
AMHR2	48
TGFBR1	49
ACVRL1	50
BMPR1B	51
MAP3K20	52
TGFBR2	53
CHUK	54
MAP3K8	55
MAP2K4	56
KDR	57
NTRK1	6
NTRK3	58
MAPK3	6
BRSK1	59
WEE1	42
RPS6KA3	60
STK11	61
PRKCI	62
MAP3K11	63
MAP2K7	64
IKBKB	65
PTK2	66
MAP3K10	56
MAP2K6	67
MAPK14	68
MAP2K3	69
MAPKAPK5	70
MAP3K12	71
MARK3	1
STK39	72
RYK	73
EPHB3	74
PLK4	46
TEC	75
TRIO	76
BMPR1A	2
MAPK8	77
PRKDC	2
ATM	6
CAMK2G	78
PKN1	79
MAP3K7	80
MAP3K2	81
MAPK12	82
MAPK13	83
CDC42BPA	6
LIMK1	84
LATS1	44
MAPK9	85
MAPK10	86
RPS6KA2	87
TRIM24	1
TRIM28	33
MKNK1	2
LIMK2	88
RPS6KA5	89
RPS6KB1	90
STRADA	91
ILK	92
BUB1B	93
MAP3K4	94
MAP3K3	95
MAP3K5	96
ERN1	97
MAPK7	98
SGK1	99
PKN2	100
OXSR1	101
PAK1	10
MAP3K14	102
MAPK11	103
NEK6	49
CAMKK1	104
PDK2	105
CHEK1	10
TLK1	106
EIF2AK3	107
RIPK1	108
CHEK2	61
SGK2	109
SGK3	110
RPS6KB2	111
PRKCH	112
PRKD1	113
CASK	114
CSNK2A2	115
MAST2	116
STK36	117
CDK9	118
TLK2	6
BRSK2	33
AKT1	3
GRK2	10
STRADB	119
PLK1	46
ACVR1	120
NEK8	49
NUAK2	121
AURKB	49
CDK4	122
STK35	49
CDK6	123
CDKL1	49
CSNK1A1	124
DAPK2	125
EIF2AK4	126
IGF1R	127
ITK	128
MYO3A	49
TSSK4	49
RAF1	1
STK3	129
STK4	65
LATS2	130
EGFR	65
FGFR1	10
FLT4	131
BRD2	10
NME1	33
NME4	132
CLK2	133
CLK3	134
KALRN	59
EPHA4	135
FGFR2	136
FGFR3	137
FYN	2
