names	cluster
MST1R	1
YES1	1
TYRO3	2
FGR	1
SRC	1
ATR	3
FLT1	1
LYN	1
PRKCD	4
SYK	1
MAP4K1	1
PDGFRB	1
PIK3CA	1
PHKG1	5
PHKG2	3
PDGFRA	3
EIF2AK2	3
ARAF	3
MAP2K1	4
RPS6KA4	6
KSR2	4
ABL1	1
ZAP70	1
PTK2B	1
MAP2K2	4
MAPK1	4
RPS6KA1	4
DYRK1B	7
PRKCA	4
MYLK	4
BMPR2	8
PRKCB	4
MAPK6	3
GSK3B	4
PDPK1	4
HK2	9
PRKCE	3
PIK3CB	1
MARK4	3
PRKCG	4
IRAK1	3
PRKCZ	4
MAP2K5	10
DAPK3	11
PKM	3
MARK2	3
BTK	1
PRKCQ	10
OBSCN	12
TTN	3
MOS	13
DDR2	14
MATK	1
TXK	1
EPHB2	1
PRKACA	3
GUCY2C	15
MAPK15	1
AMHR2	16
TGFBR1	3
ACVRL1	17
BMPR1B	3
MAP3K20	18
TGFBR2	19
CHUK	10
MAP3K8	10
MAP2K4	10
KDR	1
NTRK1	3
NTRK3	4
MAPK3	4
BRSK1	3
WEE1	3
RPS6KA3	4
STK11	3
PRKCI	3
MAP3K11	10
MAP2K7	10
IKBKB	10
PTK2	1
MAP3K10	20
MAP2K6	10
MAPK14	3
MAP2K3	10
MAPKAPK5	21
MAP3K12	10
MARK3	3
STK39	22
RYK	1
EPHB3	1
PLK4	3
TEC	1
TRIO	23
BMPR1A	19
MAPK8	1
PRKDC	3
ATM	3
CAMK2G	24
PKN1	25
MAP3K7	10
MAP3K2	10
MAPK12	26
MAPK13	4
CDC42BPA	27
LIMK1	28
LATS1	3
MAPK9	10
MAPK10	29
RPS6KA2	4
TRIM24	3
TRIM28	3
MKNK1	30
LIMK2	31
RPS6KA5	32
RPS6KB1	4
STRADA	3
ILK	3
BUB1B	33
MAP3K4	10
MAP3K3	10
MAP3K5	10
ERN1	34
MAPK7	3
SGK1	3
PKN2	35
OXSR1	3
PAK1	3
MAP3K14	10
MAPK11	1
NEK6	3
CAMKK1	3
PDK2	36
CHEK1	3
TLK1	37
EIF2AK3	38
RIPK1	10
CHEK2	3
SGK2	39
SGK3	40
RPS6KB2	41
PRKCH	3
PRKD1	3
CASK	3
CSNK2A2	3
MAST2	3
STK36	42
CDK9	3
TLK2	3
BRSK2	3
AKT1	3
GRK2	3
STRADB	3
PLK1	3
ACVR1	17
NEK8	3
NUAK2	3
AURKB	3
CDK4	3
STK35	43
CDK6	3
CDKL1	44
CSNK1A1	3
DAPK2	45
EIF2AK4	3
IGF1R	4
ITK	1
MYO3A	46
TSSK4	47
RAF1	3
STK3	3
STK4	3
LATS2	3
EGFR	3
FGFR1	3
FLT4	48
BRD2	49
NME1	3
NME4	50
CLK2	3
CLK3	51
KALRN	52
EPHA4	1
FGFR2	4
FGFR3	53
FYN	1
MET	1
ERBB4	1
EPHA2	1
KIT	1
HCK	1
INSR	4
JAK2	1
JAK1	4
LCK	1
WNK1	3
PIK3CG	1
TYK2	1
PAK4	3
PAK2	4
FES	1
JAK3	1
RIPK2	10
PIP5K1B	54
PIP4K2B	54
PIP5K1A	54
PIP5K1C	54
PIP4K2A	3
PIP4K2C	54
ROCK1	54
TBK1	55
ACVR2A	17
EEF2K	3
DAPK1	1
SGK196	56
CDC7	3
CDK5	3
ERBB3	1
CAMK2B	57
CAMK2D	58
WNK4	59
CSK	1
KSR1	3
PIK3C2A	3
ERBB2	1
NEK11	60
NEK2	3
PDK1	30
CAMK2A	61
CSF1R	62
EPHA8	1
ABL2	1
MERTK	63
TNK2	1
GSK3A	3
FER	1
HIPK3	31
AKT2	41
PAK3	1
PRKAA1	3
DMPK	64
PBK	3
IKBKE	3
ROCK2	54
LRRK1	1
STK24	3
STK25	65
PASK	66
STK16	67
TTBK1	68
TTBK2	3
NEK7	69
SNRK	70
CSNK2A1	3
LMTK2	71
CDK2	3
MAP3K1	10
PIK3CD	1
PAK6	72
PI4KA	54
ACVR1B	17
EPHA3	1
BRD4	3
TAOK3	73
CDKL5	74
PFKL	3
MYLK2	75
TRIB3	76
AATK	77
EPHB4	1
BMX	1
PIM1	78
KHK	79
PDXK	80
MELK	81
SLK	82
ROR1	83
VRK1	84
VRK3	85
PI4K2B	54
PGK1	3
STK26	3
BRAF	4
PRKD2	3
BLK	1
CSNK1D	3
CSNK1E	3
CDK7	3
PTK6	1
SIK3	3
EPHB1	1
ALK	3
GAK	3
EPHA1	1
CDC42BPB	86
TAOK1	3
CAMKK2	3
MAP4K5	87
MAST1	88
PRKAA2	3
ULK1	3
BUB1	4
HIPK2	89
DYRK1A	90
SRPK1	3
SRPK2	3
NUAK1	3
TESK1	91
RIOK3	3
IRAK3	92
SIK2	3
CDK1	3
PRKG1	93
SIK1	3
MTOR	3
STK38	3
TTK	3
NRBP1	94
RPS6KA6	95
PIM2	96
MOK	97
AURKA	3
DYRK2	98
CDK13	3
CKM	99
CDK20	3
MAK	100
CDK19	3
CDK8	3
IRAK4	101
MLKL	102
RIPK3	103
PRKACB	3
LRRK2	3
RIOK1	3
PINK1	3
HK1	3
ICK	104
GRK5	105
BMP2K	106
MAP4K4	10
HASPIN	107
TEK	1
MAPK4	108
PFKP	3
NME2	3
HIPK4	109
DYRK4	110
FRK	111
DCLK3	112
PRKACG	113
CDKL3	114
NLK	115
MKNK2	116
AURKC	3
CDK16	81
CDK3	3
SRPK3	117
