	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14
BCKDK	0.0	0.0	0.0	0.0	-3.76158192263132e-37	0.0	1.9721522630525295e-31	0.0	1.0339757656912846e-25	0.0	5.293955920339377e-23	8.470329472543003e-22	3.3881317890172014e-21	-2.710505431213761e-20	5.551115123125783e-17
BLK	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0097419586828951e-28	6.462348535570529e-27	2.0679515313825692e-25	3.308722450212111e-24	0.0	8.470329472543003e-22	0.0	-6.938893903907228e-18
BMP2K	-0.03234758922273456	-0.004993318714789704	0.06350578079919239	-0.04323977212360916	-0.10045737244319448	0.1553601444160122	0.11935505027885497	0.03357410605213887	-0.1072703706663307	-0.06676311263986834	-0.011901679115001763	0.06871691701626335	-0.18002390057002995	-0.004734142478196766	-0.0338681667086531
BMPR1A	-0.03707842027409062	-0.03936478431384424	0.0040440866324825886	0.01141811052044138	0.009363923989944175	-0.0019082442193071951	0.059177982898318146	-0.03550635511490296	0.0050505121410684955	0.08766219284035387	0.011054776151199526	-0.03214675417837212	0.049826354223396145	0.046616793705420934	-0.07641491055763994
BMPR1B	-0.0435413344399818	-0.047280776900130335	-0.016081381844302228	-0.0038470139684811896	0.0008511506194869971	-0.006119378412366663	0.03155286287573326	-0.027716018107917385	-0.0035613361526216337	0.04988424898884153	0.02891827180223911	-0.006345212822080085	0.010240966322888392	0.0011859535314522383	-0.0438968463788484
BMPR2	-0.04402232463080258	-0.049081065631169755	-0.038503787129986956	-0.034919172815855805	0.0012468522293588294	0.021976865825645703	0.038249946133637185	-0.0405300142657794	0.015440121763952817	0.04684779770818954	0.023757569420836996	-0.003756664298697742	0.010490574365837158	0.01639146996327734	-0.059953532515915606
BMX	0.0	0.0	0.0	0.0	-2.802596928649634e-45	1.793662034335766e-43	-7.346839692639297e-40	0.0	0.0	0.0	5.048709793414476e-29	-3.2311742677852644e-27	0.0	0.0	5.421010862427522e-20
BRAF	-0.03768977037254408	-0.04244352768397988	-0.04058443713820479	-0.02787212828945255	-0.01009006793801813	-0.004570488571306132	-0.02101642205208491	-0.0006155771117759914	-0.006892443772552695	-0.019693575532739	0.02282432625487616	0.022965182374400553	-0.023612676491056715	-0.013333843652888068	-0.007762414729106512
BRD2	0.0	0.0	0.0	0.0	-3.5032461608120427e-45	-2.6904930515036488e-43	-4.591774807899561e-41	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.6940658945086007e-21
BRD3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-9.4039548065783e-38	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BRD4	0.0	0.0	0.0	0.0	2.45227231256843e-45	6.2778171201751805e-43	3.4438311059246704e-41	9.4039548065783e-38	3.76158192263132e-37	1.8055593228630336e-35	0.0	0.0	0.0	0.0	0.0
BRSK1	0.0	0.0	0.0	0.0	1.401298464324817e-45	0.0	-1.1479437019748901e-41	4.70197740328915e-38	3.76158192263132e-37	0.0	9.62964972193618e-35	0.0	0.0	0.0	-2.0679515313825692e-25
BRSK2	0.0	0.0	0.0	0.0	-2.1019476964872256e-45	-8.96831017167883e-44	-1.7219155529623352e-41	-9.4039548065783e-38	-1.316553672920962e-36	-6.018531076210112e-36	-7.222237291452134e-35	9.62964972193618e-35	-7.703719777548943e-34	-4.930380657631324e-32	6.462348535570529e-27
BTK	-0.03350991057416272	-0.03697806824736526	-0.02224636070485258	-0.013871725874746468	-0.0013878509592850626	0.004089962456151917	0.006826117953466714	-0.020160985898306515	0.010900345081681011	0.017511911562801626	0.023853518114527336	0.020091931180766794	0.05370890399220634	0.030687386800069483	0.03301376806728673
BUB1	-0.03360863194402327	-0.035831785920456556	-0.02366871694797265	-0.018760118768323935	0.008292427701470751	0.02399063008579731	-0.047479596558774664	0.05026555574023675	0.054184231147824585	-0.026629391468540483	-0.00953699996617138	0.04991338592720678	-0.04374807827771046	0.027630685794506792	0.0011925957841431056
BUB1B	-0.029887929651686056	-0.03374304138030668	-0.032825862435883174	-0.02247986888200835	-0.010877424255590771	-0.005258110408057926	-0.011124031260521437	-0.011706895744376878	-0.008251983946795258	-0.012066046427915143	0.03224089797888061	0.026144776147270732	-0.01572236796589868	-0.01712269573689799	0.001348885223973315
CAMK1	-0.021471677806217834	-0.01889605946969451	0.030123403246375514	0.04036882590104186	0.045055678792081756	0.018167682092787837	-0.06565872736139636	0.08996257034457185	0.07114611393797748	0.007386968599015277	0.025847888456656268	0.08828916759332266	-0.016871398276800058	0.02000291147154222	-0.028856122397643093
CAMK1D	-0.021471677806217834	-0.01889605946969451	0.030123403246375514	0.04036882590104186	0.045055678792081756	0.018167682092787837	-0.06565872736139636	0.08996257034457185	0.07114611393797748	0.007386968599015277	0.025847888456656268	0.08828916759332266	-0.016871398276800058	0.02000291147154222	-0.028856122397643093
CAMK1G	-0.021471677806217834	-0.01889605946969451	0.030123403246375514	0.04036882590104186	0.045055678792081756	0.018167682092787837	-0.06565872736139636	0.08996257034457185	0.07114611393797748	0.007386968599015277	0.025847888456656268	0.08828916759332266	-0.016871398276800058	0.02000291147154222	-0.028856122397643093
CAMK2A	-0.029683997019884837	-0.032683603666962775	-0.021297927926481268	-0.01037940876504884	0.008364314492492033	-0.001254113240618647	-0.04073603317588788	0.053511928231485616	-0.006255442030841769	-0.037767907583499405	-0.06953673421322518	-0.03963555982107977	-0.005910727115869572	0.03158315298188928	0.0058865450977936135
CAMK2B	-0.029683997019884837	-0.032683603666962775	-0.021297927926481268	-0.01037940876504884	0.008364314492492033	-0.001254113240618647	-0.04073603317588788	0.053511928231485616	-0.006255442030841769	-0.037767907583499405	-0.06953673421322518	-0.03963555982107977	-0.005910727115869572	0.03158315298188928	0.0058865450977936135
CAMK2D	-0.029683997019884837	-0.032683603666962775	-0.021297927926481268	-0.01037940876504884	0.008364314492492033	-0.001254113240618647	-0.04073603317588788	0.053511928231485616	-0.006255442030841769	-0.037767907583499405	-0.06953673421322518	-0.03963555982107977	-0.005910727115869572	0.03158315298188928	0.0058865450977936135
CAMK2G	-0.029683997019884837	-0.032683603666962775	-0.021297927926481268	-0.01037940876504884	0.008364314492492033	-0.001254113240618647	-0.04073603317588788	0.053511928231485616	-0.006255442030841769	-0.037767907583499405	-0.06953673421322518	-0.03963555982107977	-0.005910727115869572	0.03158315298188928	0.0058865450977936135
CAMK4	-0.03533531227107442	-0.03499468775631012	0.02640817644848322	0.05160347327308769	0.02108361951036094	-0.028191401256544554	-0.040970851518756735	0.05608659131310863	0.01943116156328273	0.020485655865644645	0.039373100517518946	0.059062559804540296	-0.010399741727441129	-0.004510065716817014	-0.007977398656219954
CAMKK1	-0.026503796951169716	-0.01772923263348126	0.059055166919274045	0.0357278661897946	-0.06093682465155185	0.03838508786071571	-0.03612534761961898	-0.0019675177779844453	0.08498789667827009	-0.09009946241334924	-0.04138693063314253	0.04495221771972054	-0.031500245472077464	0.041691358171470565	0.03544623753992186
CAMKK2	-0.036379362391028125	-0.03504719553325502	0.047896486340436306	0.0795094123375529	0.03601775039245192	-0.04849263480760057	-0.059090193607088365	0.1196039949249514	-0.014100903907952201	-0.0013657359926639594	-0.07649768279423255	-0.0386122637540502	-0.02233045302738145	0.04105462259895361	-0.002642762883937678
CAMKV	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1.3653164274645864e-33
CASK	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.503446876596331e-33
CDC42BPA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.3389608694204433e-32
CDC42BPB	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0315475555676516e-33
CDC42BPG	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-5.7658585927646994e-33
CDC7	-0.10801404419061124	0.06280499826737393	0.2581151614808231	-0.3393323665990677	-0.011102539056854608	-0.17563538698919431	-0.017123847083527065	0.035931113316472224	0.07271595081864472	0.06695047340990501	-0.01747338882599702	-0.030220678022057454	-0.030938987370501624	-0.014606685564910238	-0.009254153535814609
CDK1	-0.03610597690250684	-0.039812432010383716	-0.03319114879820092	-0.022496071264069148	0.005765528756609329	0.010355083571313414	-0.03664765990117787	0.03138593947609744	0.03598720787251314	-0.008415909194517011	0.026245577334283492	0.059689644801505154	-0.04100507413583228	0.0036961768261304147	-0.013765912314067711
CDK10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.73847947153098e-33
CDK11A	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.122970911279317e-33
CDK11B	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-2.1212304120133385e-33
CDK12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.978693981188605e-37
CDK13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1.2596883140377417e-35
CDK14	-0.03234758922273456	-0.004993318714789704	0.06350578079919238	-0.04323977212360916	-0.1004573724431945	0.1553601444160122	0.11935505027885496	0.03357410605213888	-0.10727037066633069	-0.06676311263986835	-0.011901679115001755	0.06871691701626334	-0.18002390057002995	-0.004734142478196766	-0.03386816670865313
CDK15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-7.019470524667046e-35
CDK16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1.5395933317518389e-33
CDK17	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.261985685158753e-36
CDK18	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.675822983206472e-34
CDK19	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.486498895466304e-38
CDK2	-0.0378502277714383	-0.04282717619154715	-0.04256802554813967	-0.029889023447143	-0.014099537093676296	-0.004045524989529054	-0.010883466546068315	-0.02209793790919649	-0.0017336305555983383	-0.00990715552975272	0.05373616069612775	0.049883300334690336	1.766020936249525e-05	-0.01557679102704117	0.041819801219085774
CDK20	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1.3439405007818586e-36
CDK3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-4.0916789460195805e-37
CDK4	-0.03613384146230555	-0.040756174781213024	-0.03913094434965264	-0.028034666170170114	-0.010551028186628725	-0.0009497690730630158	-0.010068049873742168	-0.01580541239203174	0.0029858664548491304	-0.00581221586626768	0.0430033339403041	0.041875358065119855	-0.00151723277655313	-0.007203531519208225	0.02307961821918934
CDK5	-0.03263351169084913	-0.036842763891707875	-0.03584133053201192	-0.02454492741782775	-0.011876652406103427	-0.005741133945136155	-0.012145913364364585	-0.01278232127785113	-0.00901003240233662	-0.013174464466309809	0.03520262973644622	0.028546502484438522	-0.017166665098665664	-0.01869563057799084	0.0014727972877065943
CDK6	-0.034606437268256685	-0.038972814655601505	-0.03664475744043332	-0.026941047930620386	-0.008185322268452696	0.0020080038408604307	-0.007646671406333995	-0.014314012781045788	0.008403494322340405	-0.0007862150249010096	0.03905923210212652	0.04026874592171142	0.0038784207019820585	0.0007466795369337115	0.02101121056973196
CDK7	-0.10801404419061128	0.06280499826737396	0.2581151614808232	-0.33933236659906774	-0.011102539056854625	-0.17563538698919431	-0.017123847083527117	0.03593111331647207	0.0727159508186447	0.06695047340990508	-0.017473388825997034	-0.030220678022057548	-0.030938987370501624	-0.014606685564910227	-0.009254153535814541
CDK8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-3.704548733260265e-36
CDK9	-0.03234758922273456	-0.004993318714789704	0.06350578079919238	-0.04323977212360916	-0.1004573724431945	0.1553601444160122	0.11935505027885496	0.03357410605213888	-0.10727037066633069	-0.06676311263986835	-0.011901679115001755	0.06871691701626334	-0.18002390057002995	-0.004734142478196766	-0.03386816670865313
CDKL1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CDKL2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CDKL3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CDKL4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CDKL5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CHEK1	-0.030529773291589707	-0.034261405003332183	-0.031238142055355817	-0.021975548327226962	-0.008495359740870746	-0.0010531437997001664	-0.004262670810425426	-0.014974708849157393	0.004299812265983348	0.004753315203467029	0.04657902842742408	0.03996734677994828	-0.019808830688665853	-0.013124923308137231	-0.021006946117579896
CHEK2	-0.031133818326696212	-0.03504341078310273	-0.03087845579397938	-0.024298071349545595	-0.00644483427057809	0.004687168696520604	0.00871797578375525	-0.02321980575907327	0.0018387873519900323	0.011548867264451845	0.02491188699447659	0.01414324624055696	0.00734120811786983	0.010317066312065533	-0.019837043344620404
CHKA	-0.03552448730744783	-0.032510042889164203	0.046834686304853754	0.05426331457891655	0.076622507530767	0.05291205366627022	0.025084872559787388	0.052282237801829855	0.0626206174210362	0.06429859365360258	-0.032029844732567564	-0.01784008064799885	0.025219534260296533	-0.02999032389931503	0.04959175015765824
CHKB	-0.03552448730744783	-0.032510042889164203	0.046834686304853754	0.05426331457891655	0.076622507530767	0.05291205366627022	0.025084872559787388	0.052282237801829855	0.0626206174210362	0.06429859365360258	-0.032029844732567564	-0.01784008064799885	0.025219534260296533	-0.02999032389931503	0.04959175015765824
CHUK	-0.041210003752184386	-0.046446195566554056	-0.0388486184820649	-0.034962660282938575	-0.003623259736927217	0.017958253166390003	0.03230248714168288	-0.04369512730679421	0.011174961992113052	0.0346682642146433	0.012247602925350065	-0.0034094723695522484	0.06426816435023198	0.06040266717293705	-0.003668155346262596
CIT	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CKM	-0.06624472116287891	0.061627605711697446	-0.019734083150404712	6.585239842118945e-05	-0.0028296527367505106	-0.00704857692197157	0.03922518181902285	0.03954610067349282	-3.820472825943307e-05	-0.009384936471909655	0.006577590499960398	-0.008242522644349323	0.03399735230905313	0.01570308703616706	0.033605430656041296
CKMT2	-0.06624472116287891	0.061627605711697446	-0.01973408315040471	6.585239842118648e-05	-0.0028296527367505093	-0.007048576921971577	0.039225181819022854	0.039546100673492825	-3.820472825943064e-05	-0.009384936471909652	0.006577590499960403	-0.008242522644349312	0.033997352309053125	0.015703087036167063	0.03360543065604129
CLK1	-0.06624472116287891	0.061627605711697446	-0.01973408315040471	6.585239842119026e-05	-0.0028296527367505145	-0.007048576921971572	0.03922518181902286	0.039546100673492825	-3.8204728259435736e-05	-0.009384936471909657	0.006577590499960398	-0.008242522644349309	0.03399735230905314	0.015703087036167056	0.0336054306560413
CLK2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CLK3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CLK4	-0.06624472116287891	0.06162760571169744	-0.019734083150404716	6.585239842119256e-05	-0.002829652736750508	-0.007048576921971571	0.039225181819022875	0.039546100673492846	-3.820472825941661e-05	-0.00938493647190967	0.006577590499960436	-0.008242522644349342	0.033997352309053146	0.01570308703616705	0.03360543065604134
COQ8A	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
COQ8B	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CSF1R	-0.05424237051032805	-0.059480535391234754	-0.026847580911474333	-0.007124286760838604	-0.009310627935103224	-0.020055904290328195	0.01497925702310887	-0.02845400358832516	-0.015255123341858396	0.0335955109726157	0.04534005829064882	0.013910686354764031	0.01759305451168704	0.011561368737264125	-0.034965441373333225
CSK	-0.031593224269584476	-0.02236413954398965	0.08160781056312827	0.02749955188916169	-0.048093214017340194	0.062214071781048555	0.0741679269469499	-0.04012705240831097	0.0819836229926418	-0.07367154907418251	-0.05445853430260563	-0.025184033338697006	-0.037862487923853445	-0.00022383065377938981	0.08425427054117052
CSNK1A1	-0.02554764154179852	-0.02888075503675605	-0.02879874774437988	-0.02024318673203662	-0.009654867992437362	-0.002046679841141134	-0.00709811231989826	-0.017321764725239778	0.004316022005612487	-0.002990996864518132	0.04673331726525695	0.04578189815052763	0.007795747532085581	-0.0070928376055236445	0.044442270505965366
CSNK1D	-0.028826759935565043	-0.030070169507169005	-0.02275119307243816	-0.024638784976424383	-0.02569268192956689	0.003980041135382761	-0.008921899980162226	-0.006924802874870189	-0.010943395304832295	-0.01857596286507875	0.03043306084902672	0.028502937184260085	-0.01997925823682548	-0.032527552591581785	-0.025786925535077086
CSNK1E	-0.03686647174100096	-0.04189274554000102	-0.04280982978560139	-0.030795484182883994	-0.014739415010910804	-0.003696821053866299	-0.0094888359258833	-0.025321737593919865	-0.006434407883266399	-0.01527309205910573	0.0427537318430869	0.03929826818237924	0.021490853043636578	-0.00557691088593511	0.0728154412867076
CSNK1G1	-0.03585264069640829	0.0010828539562287769	0.05269954902524334	-0.03072836288065395	-0.14903573305306078	0.16457243950816536	-0.1532754368807023	0.006596306346857842	0.009397385323598125	0.015200219077140672	0.045309384750443216	-0.08134508621717527	0.1321625720964901	-0.21616364139932295	-0.180806289103311
CSNK1G2	-0.03585264069640829	0.0010828539562287769	0.05269954902524334	-0.03072836288065395	-0.14903573305306078	0.16457243950816536	-0.1532754368807023	0.006596306346857842	0.009397385323598125	0.015200219077140672	0.045309384750443216	-0.08134508621717527	0.1321625720964901	-0.21616364139932295	-0.180806289103311
CSNK1G3	-0.03585264069640829	0.0010828539562287769	0.05269954902524334	-0.03072836288065395	-0.14903573305306078	0.16457243950816536	-0.1532754368807023	0.006596306346857842	0.009397385323598125	0.015200219077140672	0.045309384750443216	-0.08134508621717527	0.1321625720964901	-0.21616364139932295	-0.180806289103311
CSNK2A1	-0.03639610756299285	-0.041106373304809596	-0.04044757193845272	-0.029547464409641344	-0.008573914471382902	0.0015932406580890764	-0.01814267253489879	-0.007386480532447698	0.00910826562560855	-0.014181573382794216	0.03134540136350278	0.04220214829982434	0.01735179567057342	0.005515103051284407	0.064450634078853
CSNK2A2	-0.03639610756299285	-0.041106373304809596	-0.04044757193845272	-0.029547464409641344	-0.008573914471382902	0.0015932406580890764	-0.01814267253489879	-0.007386480532447698	0.00910826562560855	-0.014181573382794216	0.03134540136350278	0.04220214829982434	0.01735179567057342	0.005515103051284407	0.064450634078853
DAPK1	-0.039967015486973304	-0.04482483840175371	-0.041990497928842636	-0.028179441703927218	-0.008918282454448482	-0.002278059167240533	-0.020384367196313164	-0.006054252529752668	-0.004511169379111984	-0.018567246949081594	0.0380714903047869	0.03968969205083999	-0.026202791389935233	-0.016309467075749994	0.007884491936975479
